,Pair,Group,IFGr_IFGr_vid,IFGl_IFGl_vid,TPJr_TPJr_vid,TPJl_TPJl_vid,IFGl_IFGr_vid,IFGr_TPJr_vid,IFGr_TPJl_vid,IFGl_TPJr_vid,IFGl_TPJl_vid,TPJr_TPJl_vid,IFGr_IFGr_int,IFGl_IFGl_int,TPJr_TPJr_int,TPJl_TPJl_int,IFGl_IFGr_int,IFGr_TPJr_int,IFGr_TPJl_int,IFGl_TPJr_int,IFGl_TPJl_int,TPJr_TPJl_int
83,22,NIL,0.20460496741109602,0.22628519544502,0.3285941306433045,,0.2166560541439655,0.236878402292027,0.2816175985823135,0.21374779297439878,0.245547344011324,0.332430525518034,,0.2358349334011695,0.265535527530083,0.292901682133197,0.3005481140694115,0.210378091654715,0.25184668547650146,0.243575279749908,0.250636506623449,0.28055288635675923
84,23,IC,0.2275176726879445,0.294802475876675,0.29628249191621703,0.37901133083580096,0.262320780633641,0.26660889480657524,0.3315155971027768,0.2978890201538158,0.316185477573945,0.31668591440779226,0.2520170443691465,0.257363716737389,0.31821814608340904,0.28716701054957,0.28192829423653376,0.2732756019950005,0.283241702907602,0.27138864249907524,0.31498777299181274,0.28954130578451875
85,23,IL,0.346130851920491,0.350262254393608,0.305301188815278,,0.29626131668889755,0.26278754629518125,0.26508805671554947,0.28373934179348376,0.24700381989075298,0.26624256349618447,0.2430274216231085,0.2618797700195485,0.36900017539468855,,0.25172716500751624,0.28311604983260796,0.329199010538475,0.305081139175661,0.25095362987180747,0.330542562084433
86,23,NIC,0.27934186228831503,0.2871243029795335,0.253662237908521,0.252782429972805,0.28732054888004227,0.22594941075469624,0.24549071299256547,0.21719485870999075,0.22125858741914023,0.26370204276978026,0.291618949342261,0.2432265457869105,0.32873886833006,0.30609383505802545,0.273735759928752,0.30328720186907776,0.28543546282938226,0.24465730723762677,0.25793334851807426,0.265385134600388
87,23,NIL,0.29279390649255,0.2790444041018415,0.3294000485352085,0.303990475151925,0.2942641969938115,0.299964452397593,0.2821894440414195,0.2899613776146695,0.2915994990644958,0.3005958827561882,0.2798613377287385,0.2474297891083025,0.2984014234930895,0.397820297720655,0.2660400397425275,0.28790904421193575,0.2982261583063972,0.24536539779149902,0.291713293891252,0.31607674250659246
88,24,IC,0.290345410656097,0.279945897271572,0.31068545141742554,0.2870484437965525,0.27538588534762026,0.27670762394541826,0.249140975697288,0.24496026766659373,0.24063528955931351,0.2711096018143455,0.3161524974183695,,0.28531938599875395,0.2829138213207995,0.3353355464833,0.296365604832157,0.336702860324035,0.271069796546964,0.288195369485331,0.28484496794167047
89,24,NIC,0.3057400275369645,0.3177783331646315,0.3039304975820185,0.2854188202476295,0.332654509820293,0.309256133768995,0.28756990249123326,0.321341626390793,0.303354777423544,0.3125132372033373,0.2523278706580485,0.220156436208024,0.3669099894440435,0.22837315593406798,0.31190023498751396,0.26436295216176625,0.2645304105484443,0.26891028728412575,0.26331099806649927,0.2658280657341115
90,24,NIL,0.25958152432096704,0.2492534604749685,0.264977809694131,0.245338785995665,0.22575726882666874,0.29414349476548074,0.23169591933781475,0.33751610633818896,0.264673618800611,0.27880182037983725,0.36736281604738497,0.276162376079288,0.2770426651883325,0.24294952696772248,0.32676437914497974,0.25041802147258124,0.24904827174530697,0.25253544906048153,0.2606879349023232,0.231335837326632
91,25,IC,0.2133818148150355,0.2448417025972605,0.3461420792306275,0.297214653331493,0.22494230043917024,0.2403220953530895,0.264692977599453,0.283790074421306,0.3094979037282962,0.334242525212582,0.2430650308033715,0.2459521278405425,0.24364246090189,0.290022818507752,0.220760407560191,0.24615107510272602,0.31899884532703604,0.2856528650026092,0.3089380432150785,0.2957465102607325
92,25,IL,0.25278160060299903,0.2269540258570295,0.2286205047240075,0.26877402765403147,0.243557279491352,0.24881851100266772,0.20177240985396075,0.2517785175979602,0.22263520424655076,0.2194240585700695,0.245773705343573,0.2946308766657995,0.30205971682194455,0.34002102985356897,0.23721771943457826,0.32164611019908373,0.312030014847517,0.29115719320331324,0.2632276312012445,0.3103928089012973
93,25,NIC,0.2304476349309725,0.30127431220441947,0.202358238332422,0.223243308724678,0.24687347250686048,0.3032007010113975,0.283195211522129,0.29087514904947503,0.28803138966883624,0.220183342713264,,,0.286404546866897,0.282845481982241,0.259190735571157,0.242048781300993,0.235714732727151,0.254941443061856,0.29929197774732896,0.2850861944017018
94,25,NIL,0.2648815584850775,0.334049034984218,0.23766079051687,0.2440306490348385,0.24150030839396125,0.2771915653199173,0.27841659193156654,0.24059039313291725,0.21432616331972298,0.2523953126129578,,0.32782906582083005,0.2337875708193595,0.2201640690530075,0.3168150684924535,0.37239991660695504,0.3616637206949215,0.275091681724351,0.2850021857090895,0.2209471873408375
95,26,IL,0.3591902155055,0.27121417935478803,,0.211764362597021,0.295527957039123,0.2873319890557415,0.2887209354814275,0.26924421146405897,0.273651933475132,0.2287437486571165,,,,0.25831240840270353,,0.34300913795201304,0.292654748576194,0.365915575164185,0.263760651344998,0.3839912950630995
96,26,NIC,0.335721278992822,0.3329559540934195,,0.29995353149725446,0.26737888217418326,0.2614877444906895,0.3140693224664615,0.3135543195040545,0.28108752288115824,0.253322601371553,0.251125173604999,0.2942874227086545,,0.298265059124184,0.26830164229827824,0.2516585118548635,0.29314426060832977,0.2909540340480845,0.2863210676649065,0.31462460318070096
